timestamp,transmitting,frequency,symbolrate,channel_1,channel_2,channel_3,timestamp_accuracy,remarks
2019-08-07 06:18:00,1,137.9,72000,64,65,66,m,
2019-08-08 18:56:00,1,137.1,72000,64,65,66,m,
2019-10-21 14:26:00,1,137.1,72000,64,65,68,m,
2019-11-10 06:16:00,1,137.1,72000,64,65,66,m,
2019-11-12 06:00:00,1,137.1,72000,64,65,66,d,no accurate time. Before 08:50 UTC
